# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
21530at4891	Fragmented	h2tg000035l_path	72296	71769	-	264.1	147	https://www.orthodb.org/v10?query=21530at4891	Diphthine synthase
21543at4891	Complete	h2tg000089l_path	37085	38116	+	194.2	175	https://www.orthodb.org/v10?query=21543at4891	TIP41-like protein
21550at4891	Complete	h2tg000029l_path	245713	244217	-	198.0	197	https://www.orthodb.org/v10?query=21550at4891	Protein LAS1
21579at4891	Complete	h2tg000021l_path	115590	116600	+	274.8	235	https://www.orthodb.org/v10?query=21579at4891	MEMO1 family
21583at4891	Complete	h2tg000033l_path	57319	56357	-	190.9	182	https://www.orthodb.org/v10?query=21583at4891	Putative SCF ubiquitin ligase complex subunit
21590at4891	Complete	h2tg000131l_path	41349	42440	+	265.3	245	https://www.orthodb.org/v10?query=21590at4891	GRASP55/65
21604at4891	Complete	h2tg000065l_path	161445	159975	-	426.4	363	https://www.orthodb.org/v10?query=21604at4891	tRNA modification GTPase MnmE
21612at4891	Complete	h2tg000135l_path	83211	84821	+	230.0	283	https://www.orthodb.org/v10?query=21612at4891	Protoporphyrinogen oxidase
21615at4891	Complete	h2tg000002l_path	47210	46353	-	241.7	179	https://www.orthodb.org/v10?query=21615at4891	P-loop containing nucleoside triphosphate hydrolase protein
21621at4891	Complete	h2tg000037l_path	22528	23493	+	401.8	241	https://www.orthodb.org/v10?query=21621at4891	Protein CCC1
21629at4891	Complete	h2tg000126l_path	43621	42716	-	166.4	135	https://www.orthodb.org/v10?query=21629at4891	Protein of unknown function DUF2343
21634at4891	Complete	h2tg000005l_path	114435	115550	+	334.0	259	https://www.orthodb.org/v10?query=21634at4891	nucleic acid-binding protein
21678at4891	Complete	h2tg000044l_path	28167	27082	-	234.4	177	https://www.orthodb.org/v10?query=21678at4891	XPA
21707at4891	Fragmented	h2tg000098l_path	80770	81996	+	95.3	198	https://www.orthodb.org/v10?query=21707at4891	Zinc finger C2H2-type
21711at4891	Fragmented	h2tg000006l_path	220783	221529	+	144.0	127	https://www.orthodb.org/v10?query=21711at4891	mitochondrial matrix Mmp37
21732at4891	Complete	h2tg000131l_path	62383	63435	+	336.7	238	https://www.orthodb.org/v10?query=21732at4891	Pantothenate kinase
21752at4891	Complete	h2tg000076l_path	58962	58180	-	451.0	226	https://www.orthodb.org/v10?query=21752at4891	Proteasome, subunit alpha/beta
21766at4891	Complete	h2tg000009l_path	35973	35062	-	493.7	238	https://www.orthodb.org/v10?query=21766at4891	Prohibitin-2
21808at4891	Complete	h2tg000070l_path	22235	23965	+	346.1	333	https://www.orthodb.org/v10?query=21808at4891	Actin patch protein 1
21825at4891	Complete	h2tg000112l_path	12329	11442	-	367.6	217	https://www.orthodb.org/v10?query=21825at4891	GTP cyclohydrolase II
21866at4891	Complete	h2tg000068l_path	44171	43317	-	363.9	250	https://www.orthodb.org/v10?query=21866at4891	ATP11
21910at4891	Complete	h2tg000151l_path	21633	22199	+	369.2	173	https://www.orthodb.org/v10?query=21910at4891	Ribosomal RNA small subunit methyltransferase NEP1
21922at4891	Missing
21940at4891	Complete	h2tg000056l_path	57055	55664	-	301.8	317	https://www.orthodb.org/v10?query=21940at4891	Similar to Saccharomyces cerevisiae YOR198C BFR1 Component of mRNP complexes associated with polyribosomes
21962at4891	Complete	h2tg000143l_path	62898	61960	-	403.6	249	https://www.orthodb.org/v10?query=21962at4891	Glycoside hydrolase family 17 protein
21977at4891	Complete	h2tg000054l_path	17184	18665	+	409.4	263	https://www.orthodb.org/v10?query=21977at4891	Ribose-phosphate pyrophosphokinase
21981at4891	Complete	h2tg000065l_path	335511	336798	+	286.2	268	https://www.orthodb.org/v10?query=21981at4891	Dihydrofolate synthetase
21992at4891	Fragmented	h2tg000048l_path	17892	18617	+	76.3	105	https://www.orthodb.org/v10?query=21992at4891	Histone chaperone RTT106
21996at4891	Duplicated	h2tg000055l_path	148688	149533	+	217.1	174	https://www.orthodb.org/v10?query=21996at4891	Hydroxyacylglutathione hydrolase
21996at4891	Duplicated	h2tg000102l_path	60620	61444	+	216.8	168	https://www.orthodb.org/v10?query=21996at4891	Hydroxyacylglutathione hydrolase
22023at4891	Complete	h2tg000118l_path	23833	24873	+	432.2	267	https://www.orthodb.org/v10?query=22023at4891	Very-long-chain 3-oxoacyl-CoA reductase
22040at4891	Complete	h2tg000072l_path	20380	19280	-	337.4	299	https://www.orthodb.org/v10?query=22040at4891	Ribosomal protein L27
22073at4891	Complete	h2tg000013l_path	221390	220320	-	387.0	219	https://www.orthodb.org/v10?query=22073at4891	K Homology domain, type 1
22093at4891	Complete	h2tg000045l_path	69942	68569	-	387.1	306	https://www.orthodb.org/v10?query=22093at4891	Amidase
22104at4891	Duplicated	h2tg000059l_path	35159	37393	+	513.8	456	https://www.orthodb.org/v10?query=22104at4891	Chaps-domain-containing protein
22104at4891	Duplicated	h2tg000067l_path	18394	20562	+	488.3	453	https://www.orthodb.org/v10?query=22104at4891	Chaps-domain-containing protein
22146at4891	Complete	h2tg000116l_path	5277	6118	+	394.0	249	https://www.orthodb.org/v10?query=22146at4891	ATP synthase subunit gamma
22190at4891	Complete	h2tg000027l_path	34472	36298	+	429.9	325	https://www.orthodb.org/v10?query=22190at4891	RNA polymerase I-specific transcription initiation factor RRN3
22221at4891	Complete	h2tg000114l_path	2809	3576	+	130.1	112	https://www.orthodb.org/v10?query=22221at4891	Formyl transferase, N-terminal
22230at4891	Complete	h2tg000021l_path	112479	113819	+	265.2	260	https://www.orthodb.org/v10?query=22230at4891	DNA polymerase alpha/epsilon, subunit B
22236at4891	Complete	h2tg000078l_path	79156	77588	-	326.0	292	https://www.orthodb.org/v10?query=22236at4891	Phosphodiesterase
22266at4891	Complete	h2tg000026l_path	32262	31049	-	286.3	226	https://www.orthodb.org/v10?query=22266at4891	Lariat debranching enzyme
22293at4891	Complete	h2tg000050l_path	9885	9037	-	308.5	238	https://www.orthodb.org/v10?query=22293at4891	Porin domain superfamily
22298at4891	Complete	h2tg000111l_path	17911	18759	+	270.1	225	https://www.orthodb.org/v10?query=22298at4891	NSF attachment protein
22304at4891	Complete	h2tg000126l_path	16394	15495	-	470.9	256	https://www.orthodb.org/v10?query=22304at4891	Mitochondrial carrier
22313at4891	Complete	h2tg000028l_path	448	1413	+	414.3	250	https://www.orthodb.org/v10?query=22313at4891	mitochondrial carrier
22335at4891	Complete	h2tg000030l_path	68259	66778	-	119.6	107	https://www.orthodb.org/v10?query=22335at4891	Pre-mRNA-splicing factor 19
22342at4891	Complete	h2tg000007l_path	78234	76093	-	205.6	327	https://www.orthodb.org/v10?query=22342at4891	tRNA binding
22345at4891	Complete	h2tg000089l_path	207601	205505	-	429.1	360	https://www.orthodb.org/v10?query=22345at4891	Kinesin-like protein
22352at4891	Complete	h2tg000004l_path	9197	11926	+	449.0	546	https://www.orthodb.org/v10?query=22352at4891	Exocyst complex component SEC15
22375at4891	Fragmented	h2tg000143l_path	8061	6934	-	322.3	261	https://www.orthodb.org/v10?query=22375at4891	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial
22380at4891	Complete	h2tg000005l_path	110382	108724	-	437.3	408	https://www.orthodb.org/v10?query=22380at4891	Ubiquitin system component Cue
22393at4891	Complete	h2tg000089l_path	122079	122939	+	504.2	237	https://www.orthodb.org/v10?query=22393at4891	N-terminal nucleophile aminohydrolase
22405at4891	Fragmented	h2tg000123l_path	36049	35393	-	345.9	200	https://www.orthodb.org/v10?query=22405at4891	Septin
22419at4891	Complete	h2tg000019l_path	84153	85310	+	302.1	272	https://www.orthodb.org/v10?query=22419at4891	Glycosyltransferase family 34 protein
22429at4891	Complete	h2tg000002l_path	132092	133572	+	428.5	319	https://www.orthodb.org/v10?query=22429at4891	Ubiquitin specific protease, conserved site
22443at4891	Complete	h2tg000021l_path	241334	240513	-	479.6	247	https://www.orthodb.org/v10?query=22443at4891	Mitochondrial phosphate carrier protein
22450at4891	Duplicated	h2tg000004l_path	26978	27970	+	450.7	267	https://www.orthodb.org/v10?query=22450at4891	GDP-mannose transporter
22450at4891	Duplicated	h2tg000137l_path	11977	11024	-	445.4	267	https://www.orthodb.org/v10?query=22450at4891	GDP-mannose transporter
22513at4891	Complete	h2tg000014l_path	204662	203615	-	353.5	231	https://www.orthodb.org/v10?query=22513at4891	similar to Saccharomyces cerevisiae YIL083C CAB2 Probable phosphopantothenoylcysteine synthetase (PPCS)
22516at4891	Complete	h2tg000006l_path	225596	226678	+	367.3	247	https://www.orthodb.org/v10?query=22516at4891	Ubiquitin fusion degradation protein 1
22532at4891	Complete	h2tg000021l_path	9182	10438	+	126.5	215	https://www.orthodb.org/v10?query=22532at4891	Snf7 family
22538at4891	Missing
22615at4891	Complete	h2tg000081l_path	21420	20671	-	317.4	196	https://www.orthodb.org/v10?query=22615at4891	Dolichyl-phosphate beta-glucosyltransferase
22625at4891	Complete	h2tg000128l_path	36078	37010	+	395.9	236	https://www.orthodb.org/v10?query=22625at4891	Sphingolipid C4-hydroxylase SUR2
22637at4891	Complete	h2tg000089l_path	38445	39662	+	445.1	299	https://www.orthodb.org/v10?query=22637at4891	Translation initiation factor IF2/IF5
22645at4891	Complete	h2tg000069l_path	92819	91362	-	442.5	300	https://www.orthodb.org/v10?query=22645at4891	RNA-binding S4 domain
22775at4891	Complete	h2tg000119l_path	88438	89577	+	322.3	261	https://www.orthodb.org/v10?query=22775at4891	WD40/YVTN repeat-like-containing domain superfamily
22807at4891	Complete	h2tg000087l_path	66929	66195	-	449.8	215	https://www.orthodb.org/v10?query=22807at4891	Eukaryotic translation initiation factor 6
22819at4891	Complete	h2tg000129l_path	46209	45175	-	391.4	235	https://www.orthodb.org/v10?query=22819at4891	Golgi phosphoprotein 3-like
22821at4891	Complete	h2tg000026l_path	29370	28359	-	262.9	218	https://www.orthodb.org/v10?query=22821at4891	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
22833at4891	Complete	h2tg000055l_path	173823	175007	+	222.7	228	https://www.orthodb.org/v10?query=22833at4891	SGS domain
22851at4891	Complete	h2tg000048l_path	53562	55325	+	406.0	359	https://www.orthodb.org/v10?query=22851at4891	Zinc finger C2H2-type
22859at4891	Fragmented	h2tg000111l_path	33885	34376	+	223.3	119	https://www.orthodb.org/v10?query=22859at4891	Proteasome, subunit alpha/beta
22870at4891	Complete	h2tg000039l_path	46414	45557	-	321.6	211	https://www.orthodb.org/v10?query=22870at4891	Carbon-nitrogen hydrolase
22884at4891	Complete	h2tg000022l_path	89173	88097	-	505.7	310	https://www.orthodb.org/v10?query=22884at4891	Homoserine dehydrogenase
22920at4891	Missing
22930at4891	Complete	h2tg000087l_path	28490	29587	+	326.2	274	https://www.orthodb.org/v10?query=22930at4891	Histone acetyltransferase type B catalytic subunit
23023at4891	Complete	h2tg000089l_path	21251	22825	+	398.3	318	https://www.orthodb.org/v10?query=23023at4891	Zinc finger, PHD-type
23029at4891	Complete	h2tg000135l_path	16795	17586	+	410.5	237	https://www.orthodb.org/v10?query=23029at4891	Orotidine 5'-phosphate decarboxylase
23053at4891	Complete	h2tg000055l_path	295836	294790	-	273.8	282	https://www.orthodb.org/v10?query=23053at4891	Leo1-like protein
23077at4891	Complete	h2tg000040l_path	5774	6691	+	173.1	179	https://www.orthodb.org/v10?query=23077at4891	Ribosomal protein L47, mitochondrial
23089at4891	Complete	h2tg000082l_path	120617	121690	+	387.2	261	https://www.orthodb.org/v10?query=23089at4891	Serine/threonine-protein phosphatase 2A activator
23143at4891	Complete	h2tg000090l_path	59248	58457	-	300.7	205	https://www.orthodb.org/v10?query=23143at4891	terpenoid cyclases/Protein prenyltransferase
23175at4891	Complete	h2tg000089l_path	65379	64615	-	330.8	218	https://www.orthodb.org/v10?query=23175at4891	Chorismate mutase
23197at4891	Complete	h2tg000054l_path	10819	9680	-	136.8	207	https://www.orthodb.org/v10?query=23197at4891	inositol-1,4,5-trisphosphate 5-phosphatase, putative
23222at4891	Complete	h2tg000002l_path	11368	10607	-	387.0	218	https://www.orthodb.org/v10?query=23222at4891	Phosphomannomutase
23226at4891	Complete	h2tg000030l_path	53937	53146	-	407.7	206	https://www.orthodb.org/v10?query=23226at4891	Succinate dehydrogenase 
23232at4891	Complete	h2tg000078l_path	24449	23532	-	204.6	159	https://www.orthodb.org/v10?query=23232at4891	RNA polymerase Rpb7, N-terminal
23253at4891	Complete	h2tg000005l_path	106964	108310	+	278.3	303	https://www.orthodb.org/v10?query=23253at4891	WD40/YVTN repeat-like-containing domain superfamily
23265at4891	Fragmented	h2tg000081l_path	30683	31960	+	394.6	230	https://www.orthodb.org/v10?query=23265at4891	Uncharacterised protein family UPF0061
23266at4891	Complete	h2tg000129l_path	80919	79051	-	674.7	451	https://www.orthodb.org/v10?query=23266at4891	Ubiquitin-activating enzyme
23312at4891	Complete	h2tg000145l_path	10046	8877	-	466.8	288	https://www.orthodb.org/v10?query=23312at4891	putative metallocarboxypeptidase ECM14
23339at4891	Complete	h2tg000029l_path	156729	155104	-	348.6	340	https://www.orthodb.org/v10?query=23339at4891	RBR-type E3 ubiquitin transferase
23340at4891	Complete	h2tg000089l_path	99552	98263	-	115.6	215	https://www.orthodb.org/v10?query=23340at4891	WD40/YVTN repeat-like-containing domain superfamily
23345at4891	Complete	h2tg000028l_path	74697	75848	+	342.8	289	https://www.orthodb.org/v10?query=23345at4891	Protein of unknown function DUF4448
23351at4891	Complete	h2tg000111l_path	14202	12688	-	378.6	265	https://www.orthodb.org/v10?query=23351at4891	Histone acetyltransferase
23355at4891	Complete	h2tg000045l_path	61911	62963	+	146.1	167	https://www.orthodb.org/v10?query=23355at4891	Aminotransferase class IV
23357at4891	Complete	h2tg000014l_path	235490	233094	-	456.7	546	https://www.orthodb.org/v10?query=23357at4891	Exocyst complex component EXOC3/Sec6
23379at4891	Complete	h2tg000029l_path	205140	204337	-	257.9	182	https://www.orthodb.org/v10?query=23379at4891	Histidine phosphatase superfamily
23380at4891	Complete	h2tg000143l_path	3273	2494	-	457.9	224	https://www.orthodb.org/v10?query=23380at4891	Proteasome endopeptidase complex
23386at4891	Complete	h2tg000017l_path	12240	11179	-	232.3	207	https://www.orthodb.org/v10?query=23386at4891	Dual specificity phosphatase
23392at4891	Fragmented	h2tg000055l_path	235321	236079	+	265.0	170	https://www.orthodb.org/v10?query=23392at4891	Zinc finger, CCCH-type
23410at4891	Fragmented	h2tg000055l_path	22883	21888	-	241.6	213	https://www.orthodb.org/v10?query=23410at4891	Programmed cell death protein 2, C-terminal
23507at4891	Complete	h2tg000024l_path	96786	98165	+	472.7	310	https://www.orthodb.org/v10?query=23507at4891	Ornithine decarboxylase
23560at4891	Complete	h2tg000065l_path	139500	141068	+	153.8	262	https://www.orthodb.org/v10?query=23560at4891	Bud22 domain
23588at4891	Complete	h2tg000127l_path	6581	8583	+	326.3	441	https://www.orthodb.org/v10?query=23588at4891	Glucosidase 2 subunit beta
23590at4891	Complete	h2tg000039l_path	189500	191584	+	122.0	264	https://www.orthodb.org/v10?query=23590at4891	G-patch domain
23591at4891	Complete	h2tg000054l_path	60291	61043	+	337.6	184	https://www.orthodb.org/v10?query=23591at4891	Proteasome endopeptidase complex
23635at4891	Complete	h2tg000015l_path	37719	38510	+	351.9	203	https://www.orthodb.org/v10?query=23635at4891	Cytosolic Fe-S cluster assembly factor CFD1
23699at4891	Complete	h2tg000034l_path	25555	26748	+	241.0	210	https://www.orthodb.org/v10?query=23699at4891	ribonuclease H-like protein
23723at4891	Complete	h2tg000008l_path	60725	59958	-	272.5	203	https://www.orthodb.org/v10?query=23723at4891	Electron transfer flavoprotein, beta subunit
23739at4891	Complete	h2tg000029l_path	104581	103574	-	81.5	109	https://www.orthodb.org/v10?query=23739at4891	Ribonuclease H-like protein
23741at4891	Complete	h2tg000034l_path	3254	4285	+	442.8	294	https://www.orthodb.org/v10?query=23741at4891	3-keto-steroid reductase
23747at4891	Complete	h2tg000125l_path	50629	51840	+	211.6	191	https://www.orthodb.org/v10?query=23747at4891	Zinc finger, RING-type
23750at4891	Complete	h2tg000111l_path	9422	8226	-	257.3	229	https://www.orthodb.org/v10?query=23750at4891	Deoxyribonuclease Tat-D
23784at4891	Complete	h2tg000055l_path	80231	79294	-	312.2	174	https://www.orthodb.org/v10?query=23784at4891	Ribosome biogenesis protein
23839at4891	Complete	h2tg000111l_path	4089	5354	+	248.1	202	https://www.orthodb.org/v10?query=23839at4891	SEP domain
23884at4891	Complete	h2tg000014l_path	77283	76357	-	314.7	216	https://www.orthodb.org/v10?query=23884at4891	Pantoate-beta-alanine ligase
23894at4891	Complete	h2tg000140l_path	115678	114667	-	377.8	257	https://www.orthodb.org/v10?query=23894at4891	metal-dependent protein hydrolase
23912at4891	Complete	h2tg000007l_path	89537	90307	+	375.2	202	https://www.orthodb.org/v10?query=23912at4891	Proteasome endopeptidase complex
23913at4891	Complete	h2tg000136l_path	1425	2522	+	457.1	267	https://www.orthodb.org/v10?query=23913at4891	Guanine nucleotide binding protein, alpha subunit
23956at4891	Complete	h2tg000034l_path	42351	43193	+	330.7	214	https://www.orthodb.org/v10?query=23956at4891	Zinc finger, CCHC-type
23964at4891	Complete	h2tg000005l_path	45096	43312	-	351.0	359	https://www.orthodb.org/v10?query=23964at4891	Mannosyltransferase
23973at4891	Complete	h2tg000056l_path	58945	59598	+	323.5	175	https://www.orthodb.org/v10?query=23973at4891	Imidazoleglycerol-phosphate dehydratase
23976at4891	Complete	h2tg000143l_path	30591	29209	-	358.0	194	https://www.orthodb.org/v10?query=23976at4891	GTP cyclohydrolase I
24034at4891	Complete	h2tg000129l_path	82768	83778	+	383.0	232	https://www.orthodb.org/v10?query=24034at4891	Protein SPT3
24073at4891	Complete	h2tg000029l_path	273947	274762	+	437.8	242	https://www.orthodb.org/v10?query=24073at4891	Tetrahydrofolate dehydrogenase/cyclohydrolase
24077at4891	Complete	h2tg000047l_path	12804	11131	-	242.0	260	https://www.orthodb.org/v10?query=24077at4891	Rab guanine nucleotide exchange factor SEC2
24095at4891	Fragmented	h2tg000080l_path	49296	50516	+	218.5	205	https://www.orthodb.org/v10?query=24095at4891	Uncharacterised protein family UPF0662
24098at4891	Complete	h2tg000082l_path	46642	47668	+	331.1	232	https://www.orthodb.org/v10?query=24098at4891	NAD kinase
24114at4891	Fragmented	h2tg000002l_path	221543	222028	+	106.2	116	https://www.orthodb.org/v10?query=24114at4891	26S proteasome non-ATPase regulatory subunit 8
